# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\mario1.png	68	145	190
1	textures\mario2.png	68	145	190
10	textures\enemies.png	3	26	110
11	textures\enemies-2.png	0	128	128
12	textures\enemies-3.png	0	128	128
20	textures\misc.png	176	224	248
30	map\map1-1_bank.png	255	255	255
40	textures\misc2.png	166	185	255
50	textures\misc3.png	166	185	255

#ID	TRTileSet	TCTileSet	TRMap	TCMap	TotalTiles	Matrix_Path
[MAP]
30	9	11	27	176	91	map\map1-1.txt

# id	left	top	right	bottom	texture_id
[SPRITES]
# BIG MARIO
# idle right
10001	507	93	521	120	1
# idle left
10002	1	93	15	120	0
# walk right (run right)
10003	487	93	503	120	1
10004	469	93	485	119	1
#walk left (run left)
10005	19	93	35	120	0
10006	37	93	53	119	0
#jump right
10007	433	93	449	119	1
#jump left
10008	73	93	89	119	0
#brake right
10027	311	92	327	120	1
#brake left
10028	195	92	211	120	0
#max speed right
10009	412	93	431	120	1
10010	386	93	405	120	1
10011	360	93	379	119	1
#max speed left
10012	91	93	110	120	0
10013	117	93	136	120	0
10014	143	93	162	119	0
#sit down right
10015	453	93	467	120	1
#sit down left
10016	55	93	69	120	0
#kick right
10017	195	93	216	120	1
#kick left
10018	306	93	327	120	0
#hold idle right
10019	259	93	263	120	1
#hold idle left
10020	249	93	263	120	0
#hold walk right
10021	240	93	255	120	1
10022	221	93	237	119	1
#hold walk left
10023	267	93	282	120	0
10024	285	93	301	119	0

#fly right
10025	334	93	353	119	1
#fly left
10026	169	93	188	119	0
#fall right
10029	469	93	485	119	1
#fall left
10030	37	93	53	119	0

# SMALL MARIO
# idle right
10101	507	17	519	32	1
# idle left
10102	3	17	15	32	0
# walk right (run right)
10103	487	16	502	32	1
# walk left (run left)
10104	20	16	35	32	0
#jump right
10105	469	16	485	32	1
#jump left
10106	37	16	53	32	0
#brake right
10107	398	16	412	32	1
#brake left
10108	110	16	124	32	0
#max speed right
10109	451	16	467	32	1
10110	433	16	449	32	1
#max speed left
10111	55	16	71	32	0
10112	73	16	89	32	0
#kick right
10113	325	16	341	32	1
#kick left
10114	181	16	197	32	0
#hold idle right
10115	363	16	377	32	1
#hold idle left
10116	145	16	159	32	0
#hold walk right
10117	344	16	359	32	1
#hold walk left
10118	163	16	178	32	0
#fly right
10119	415	16	431	32	1
#fly left
10120	91	19	107	32	0

#die 
10199	307	16	323	32	0

# RACCOON MARIO
#idle right
10201	500	350	521	378	1
#idle left
10202	1	350	22	378	0
#walk right (run right)
10203	473	350	495	378	1
10204	446	350	469	377	1
#walk left (run left)
10205	27	350	49	378	0
10206	53	350	76	377	0
#jump right
10207	394	350	417	377	1
#jump left
10208	105	350	128	377	0
#brake right
10209	167	348	183	378	1
#brake left 
10210	339	348	355	378	0
#max speed right
10213	315	350	339	378	1
10214	289	350	313	378	1
10215	263	350	287	377	1
# max speed left
10216	183	350	207	378	0
10217	209	350	233	378	0
10218	235	350	259	377	0
#sit down right
10219	421	351	443	378	1
#sit down left
10220	79	351	101	378	0
#kick right
10221	419	384	441	412	1
#kick left
10222	81	384	103	412	0
#turn tail right 1
10223	124	350	147	378	1
#turn tail right 2
10224	149	350	165	378	1
#turn tail right 3
10225	375	350	398	378	0
#turn tail right 4
10226	105	350	121	378	1
turn tail right 5
10227	500	350	521	378	1
#turn tail left 1
10228	375	350	398	378	0
#turn tail left 2
10229	357	350	373	378	0
#turn tail left 3
10230	124	350	147	378	1
#turn tail left 4
10231	401	350	417	378	0
#turn tail left 5
10232	1	350	22	378	0
#hold idle right
10233	500	384	521	412	1
#hold idle left
10234	1	384	22	412	0
#hold walk right 
10235	473	384	495	412	1
10236	446	384	469	412	1
#hold walk left 
10237	27	384	49	412	0
10238	53	384	76	412	0

#fly right 
10239	185	350	209	377	1
10240	211	350	235	377	1
#stop flying right accidently
10241	237	350	261	378	1

#fly left
10242	313	350	337	377	0
10243	287	350	311	377	0
#stop flying left accidently
10244	261	350	285	378	0

#fall when flying right
10245	185	350	209	377	1
#fall when flying left
10246	313	350	337	377	0

#fall right slowly (control)
10247	343	350	365	378	1
10248	446	350	469	377	1
#fall left slowly (control)
10249	157	350	179	378	0
10250	53	350	23	27	0

#fall right
10251	368	350	391	377	1
	
#fall left
10252	131	350	154	377	0

# Fire mario
#idle right
10301	507	265	521	292	1
#idle left
10302	1	265	15	292	0
#walk right
10303	487	265	503	292	1
10304	469	265	485	291	1
#walk left
10305	19	265	35	292	0
10306	37	265	53	291	0
#jump right
10307	433	265	449	291	1
#jump left
10308	73	265	89	291	0
#brake right
10309	311	264	327	292	1
#brake left
10310	195	264	211	292	0
#max speed right
10311	412	265	431	292	1
10312	386	265	405	292	1
10313	360	265	379	291	1
#max speed left
10314	91	265	110	292	0
10315	117	265	136	292	0
10316	143	265	162	291	0
#sit right
10317	453	265	468	292	1
#sit left
10318	55	265	69	292	0
#kick right
10319	195	265	216	292	1
#kick left
10320	306	265	327	292	0
#hold idle right
10321	259	265	273	292	1
#hold idle left
10322	249	265	263	292	0
#hold walk right
10323	240	265	255	292	1
10324	221	265	237	291	1
#hold walk left
10325	267	265	282	292	0
10326	285	265	301	291	0
#fly right / fall right
10327	334	265	353	291	1
#fly left / fall left
10328	169	265	188	292	0
#shoot right
10329	299	299	313	326	1
10330	281	299	295	326	1
#shoot left
10331	209	299	223	326	0
10332	227	299	241	326	0

#fall right
10333	469	265	485	291	1
#fall left
10334	37	265	53	291	0

# FIRE BULLET
#bullet right
10401	269	306	277	314	1
10402	259	305	267	314	1
10403	249	306	257	314	1
10404	239	306	247	315	1
#bullet left
10405	245	306	253	314	0
10406	255	305	263	314	0
10407	265	306	273	314	0
10408	275	306	283	314	0

#BRICK
#wooden brick
20000	96	48	112	64	30

#question brick
20001	157	188	173	204	40
20002	176	188	192	204	40
20003	196	188	212	204	40
20004	215	188	231	204	40	
#non-question brick
20005	235	188	251	204	40

#ground brick
20011	112	112	128	128	30
20012	128	112	144	128	30
20013	144	112	160	128	30

#BLOCK
#pink
40001	160	0	176	16	30
40002	0	16	16	32	30
40003	16	16	32	32	30
#blue
40011	16	64	32	80	30
40012	32	64	48	80	30
40013	48	64	64	80	30
#white
40021	48	48	64	64	30
40022	64	48	80	64	30
40023	80	48	96	64	30
#green
40031	96	32	112	48	30
40032	112	32	128	48	30
40033	128	32	144	48	30
# PIPE
50001	96	0	112	16	30
50002	112	0	128	16	30
50003	128	0	144	16	30
50004	144	0	160	16	30
# CLOUD
60001	160	16	176	32	30

# GOOMBA NORMAL
# walk
30001	5	14	21	30	10
30002	25	14	41	30	10
# die
30003	45	14	61	30	10

#GOOMBA WINGS

# KOOPAS GREEN WALK
# walk right
70001	170	192	186	218	11
70002	187	191	203	218	11
#walk left
70003	222	192	238	218	11
70004	205	191	221	218	11
#shell down idle
70005	239	202	255	218	11
#shell down spin right
70006	239	202	255	218	11
70007	273	202	289	218	11
70008	256	202	272	218	11
70009	290	202	306	218	11
#shell down spin left
70010	239	202	255	218	11
70011	290	202	306	218	11
70012	256	202	272	218	11
70013	273	202	289	218	11
#shell up idle
70014	152	202	168	218	11

#shell up spin right
70015	279	198	295	214	12
70016	228	198	244	214	12
70017	262	198	278	214	12
70018	245	198	261	214	12
#shell up spin left
70019	279	198	295	214	12
70020	245	198	261	214	12
70021	262	198	278	214	12
70022	228	198	244	214	12

# KOOPAS GREEN FLY
# walk right

# walk left

# RED MUSHROOM 
90001	156	121	172	137	40
# GREEN MUSHROOM 
90002	286	121	302	137	40
# super leaf right
90003	233	122	249	136	50
# super leaf left
90004	180	123	196	137	40

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#Big mario
#idle right
10001	10001	100
#idle left
10002	10002	100
#walk right
10003	10003	100	10004	100	10001	100
#walk left 
10004	10005	100	10006	100	10002	100
#jump right 
10005	10007	100
#jump left 
10006	10008	100
#brake right
10007	10027	100
#brake left
10008	10028	100
#run right
10009	10003	50	10004	50	10001	50
#run left 
10010	10005	50	10006	50	10002	50
#max spedd right
10011	10009	25	10010	25	10011	25
#max speed left
10012	10012	25	10013	25	10014	25
#sit down right
10013	10015	100
#sit down left
10014	10016	100
#kick right
10015	10017	100
#kick left
10016	10018	100
#hold idle right
10017	10019	100
#hold idle left
10018	10020	100
#hold walk right
10019	10021	100	10022	100
#hold walk left
10020	10023	100	10024	100
#fly right
10021	10025	100
#fly left
10022	10026	100
#fall right
10023	10029	100
#fall left
10024	10030	100

#Small mario 
#idle right
10101	10101	100
#idle left
10102	10102	100
#walk right
10103	10103	100	10101	100
#walk left
10104	10104	100	10102	100
#jump right
10105	10105	100
#jump left
10106	10106	100
#brake right
10107	10107	100
#brake left
10108	10108	100
#run right
10109	10103	50	10101	50
#run left
10110	10104	50	10102	50
#max speed right
10111	10109	25	10110	25
#max speed left
10112	10111	25	10112	25
#kick right
10113	10113	100
#kick left
10114	10114	100
#hold idle right
10115	10115	100
#hold idle left
10116	10116	100
#hold walk right
10117	10117	100	10115	100
#hold walk left
10118	10118	100	10116	100
#fly right / fall right
10119	10117	100
#fly left / fall left
10120	10118	100

#die
10199	10199	100

#Raccoon mario
#idle right
10201	10201	100
#idle left
10202	10202	100
#walk right
10203	10203	100	10204	100	10201	100
#walk left
10204	10205	100	10206	100	10202	100
#jump right
10205	10207	100
#jump left
10206	10208	100
#brake right
10207	10209	100
#brake left 
10208	10210	100
#run right
10209	10203	50	10204	50	10201	50
#run left
10210	10205	50	10206	50	10202	50
#max speed right
10211	10213	30	10214	30	10215	30
#max speed left
10212	10216	30	10217	30	10218	30
#sit down right
10213	10219	100
#sit down left
10214	10220	100
#kick right
10215	10221	100
#kick left
10216	10222	100
#turn tail right
10217	10223	80	10224	80	10225	80	10226	80	10227	80
#turn tail right
10218	10228	80	10229	80	10230	80	10231	80	10232	80
#hold idle right
10219	10233	100
#hold idle left
10220	10234	100
#hold walk right
10221	10235	100	10236	100
#hold walk left
10222	10237	100	10238	100

#fly right
10223	10239	100	10240	100	10241	100
#fly left
10224	10242	100	10243	100	10244	100
#fall right
10225	10251	100
#fall left
10226	10252	100

#Fire mario
#idle right
10301	10301	100
#idle left
10302	10302	100
#walk right
10303	10303	100	10304	100
#walk left
10304	10305	100	10306	100
#jump right
10305	10307	100
#jump left
10306	10308	100
#brake right
10307	10309	100
#brake left
10308	10310	100
#run right
10309	10303	50	10304	50
#run left
10310	10305	50	10306	50
#max speed right
10311	10311	25	10312	25	10313	25
#max speed left
10312	10314	25	10315	25	10316	25
#sit right
10313	10317	100
#sit left
10314	10318	100
#kick right
10315	10319	100
#kick left
10316	10320	100
#hold idle right
10317	10321	100
#hold idle left
10318	10322	100
#hold walk right
10319	10323	100	10324	100
#hold walk left
10320	10325	100	10326	100
#fly right / fall right
10321	10327	100
#fly left / fall left
10322	10328	100
#shoot right
10323	10329	100	10330	100
#shoot left
10324	10331	100	10332	100
#fall right 
10325	10333	100
#fall left
10326	10334	100

# FIRE BULLET
#bullet right
10327	10401	100	10402	100	10403	100	10404	100
#bullet left
10328	10405	100	10406	100	10407	100	10408	100

# ==== WOODEN BRICK =========
601	20000	100

# ==== QUESTION BRICK =============
611	20001	90	20001	90	20002	90	20003	90	20004	90
# ==== NON_QUESTION BRICK =========
612	20005	100

# ==== GROUND BRICK =========
621	20011	100
622	20012	100
623	20013	100

# ==== GOOMBA NORMAR =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ==== GOOMBA WINGS ==========

# ==== BLOCK=========
#pink
801	40001	100
802	40002	100
803	40003	100
#blue
811	40011	100
812	40012	100
813	40013	100
#white
821	40021	100
822	40022	100
823	40023	100
#green
831	40031	100
832	40032	100
833	40033	100

# ==== PIPE =========
901	50001	100
902	50002	100
903	50003	100
904	50004	100
# ==== CLOUD =========
1001	60001	100


# ==== KOOPAS ========
#walk right
2001	70001	100	70002	100
#walk left
2002	70003	100	70004	100
#shell up
2003	70014	100
#shell down idle
2004	70005	100
#shell down spin right
2005	70006	50	70007	50	70008	50	70009	50
#shell down spin left
2006	70010	50	70011	50	70012	50	70013	50
#shell up spin right
2007	70015	50	70016	50	70017	50	70018	50
#shell up spin left
2008	70019	50	70020	50	70021	50	70022	50

# RED MUSHROOM 
3001	90001	100
# GREEN MUSHROOM 
3002	90002	100
# leaf right
3003	90003	100
# leaf left
3004	90004	100

# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
#id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
1	10001	10002	10003	10004	10005	10006	10007	10008	10009	10010	10011	10012	10013	10014	10015	10016	10017	10018	10019	10020	10021	10022	10023	10024	10101	10102	10103	10104	10105	10106	10107	10108	10109	10110	10111	10112	10113	10114	10115	10116	10117	10118	10119	10120	10201	10202	10203	10204	10205	10206	10207	10208	10209	10210	10211	10212	10213	10214	10215	10216	10217	10218	10219	10220	10221	10222	10223	10224	10225	10226	10301	10302	10303	10304	10305	10306	10307	10308	10309	10310	10311	10312	10313	10314	10315	10316	10317	10318	10319	10320	10321	10322	10323	10324	10325	10326	10199

#PIPE
7	901
8	902
9	903
10	904
#BLOCK
#pink
11	801
12	802
13	803
#pink
29	831
30	832
31	833
#white
37	821
38	822
39	823
#blue
46	811
47	812
48	813
# WOODEN BRICK 
40	601
# GROUND BRICK
85	621
86	622
87	623
# QUESTION BRICK
4720	611	612

#CLOUD
22	1001
# GOOMBA
33	701	702
# KOOPAS
#id	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
34	2001	2002	2003	2004	2005	2006	2007	2008
# FIRE BULLET
35	10327	10328

# RED MUSHROOM, GREEN MUSHROOM 
36	3001	3002
# SUPER LEAF
50	3003	3004


[OBJECTS]
# -- BRICK--
#type	x	y	ani
#type: 0 = mario
#type: 1 = ground, pipe; 2 = block, cloud; 3 = brick reward
#type: 4 = goomba normal, 5 = goomba wings
#type: 6 = green koopas walk, 7 = green koopas wings, 8 = red koopas
#type: 9 = fire bullet, 10 = red mushroom, 11 = green mushroom, 12 = leaf
#type: 13 = question brick mushroom, 14 = question brick mushroom leaf
# WOODEN BRICK
1	2256	304	40
1	2256	304	40
1	2272	304	40
1	1504	336	40
1	1520	336	40
1	1600	368	40
1	1664	368	40
1	2256	368	40
1	2272	368	40
1	1584	384	40
1	1600	384	40
1	1664	384	40
1	1680	384	40
1	1568	400	40
1	1584	400	40
1	1600	400	40
1	1664	400	40
1	1680	400	40
1	1696	400	40

# ---- question brick ----
3	224	304	4720
13	240	304	4720
3	416	320	4720
3	176	352	4720
3	192	352	4720
3	704	352	4720
13	1472	368	4720
13	656	384	4720
14	1440	128	4720

# ---- ground brick ----
1	624	400	85
1	640	400	86
1	656	400	86
1	672	400	86
1	688	400	86
1	704	400	86
1	720	400	86
1	736	400	86
1	752	400	86
1	768	400	86
1	784	400	86
1	800	400	86
1	816	400	86
1	832	400	86
1	848	400	86
1	864	400	86
1	880	400	86
1	896	400	86
1	912	400	86
1	928	400	86
1	944	400	86
1	960	400	86
1	976	400	86
1	992	400	86
1	1008	400	86
1	1024	400	86
1	1040	400	86
1	1056	400	86
1	1072	400	87
1	0	416	85
1	16	416	86
1	32	416	86
1	48	416	86
1	64	416	86
1	80	416	86
1	96	416	86
1	112	416	86
1	128	416	86
1	144	416	86
1	160	416	86
1	176	416	86
1	192	416	86
1	208	416	86
1	224	416	86
1	240	416	86
1	256	416	86
1	272	416	86
1	288	416	86
1	304	416	86
1	320	416	86
1	336	416	86
1	352	416	86
1	368	416	86
1	384	416	86
1	400	416	86
1	416	416	86
1	432	416	86
1	448	416	86
1	464	416	86
1	480	416	86
1	496	416	86
1	512	416	86
1	528	416	86
1	544	416	86
1	560	416	86
1	576	416	86
1	592	416	86
1	608	416	87
1	1152	416	85
1	1168	416	86
1	1184	416	86
1	1200	416	86
1	1216	416	86
1	1232	416	86
1	1248	416	86
1	1264	416	86
1	1280	416	86
1	1296	416	86
1	1312	416	86
1	1328	416	86
1	1344	416	86
1	1360	416	86
1	1376	416	86
1	1392	416	86
1	1408	416	86
1	1424	416	86
1	1440	416	86
1	1456	416	86
1	1472	416	86
1	1488	416	87
1	1536	416	85
1	1552	416	86
1	1568	416	86
1	1584	416	86
1	1600	416	87
1	1664	416	85
1	1680	416	86
1	1696	416	86
1	1712	416	86
1	1728	416	86
1	1744	416	86
1	1760	416	86
1	1776	416	86
1	1792	416	86
1	1808	416	86
1	1824	416	86
1	1840	416	86
1	1856	416	86
1	1872	416	86
1	1888	416	86
1	1904	416	86
1	1920	416	86
1	1936	416	86
1	1952	416	86
1	1968	416	86
1	1984	416	86
1	2000	416	86
1	2016	416	86
1	2032	416	86
1	2048	416	86
1	2064	416	86
1	2080	416	86
1	2096	416	86
1	2112	416	86
1	2128	416	86
1	2144	416	86
1	2160	416	86
1	2176	416	86
1	2192	416	86
1	2208	416	86
1	2224	416	87
1	2256	416	85
1	2272	416	86
1	2288	416	86
1	2304	416	86
1	2320	416	86
1	2336	416	86
1	2352	416	86
1	2368	416	86
1	2384	416	86
1	2400	416	86
1	2416	416	86
1	2432	416	86
1	2448	416	86
1	2464	416	86
1	2480	416	86
1	2496	416	86
1	2512	416	86
1	2528	416	86
1	2544	416	86
1	2560	416	86
1	2576	416	86
1	2592	416	86
1	2608	416	86
1	2624	416	86
1	2640	416	86
1	2656	416	86
1	2672	416	86
1	2688	416	86
1	2704	416	86
1	2720	416	86
1	2736	416	86
1	2752	416	86
1	2768	416	86
1	2784	416	86
1	2800	416	87

#BLOCK
#pink
2	1312	144	11
2	1328	144	12
2	1344	144	12
2	1360	144	13
2	464	336	11
2	480	336	12
2	496	336	12
2	512	336	13
2	1296	352	11
2	1312	352	12
2	1328	352	12
2	1344	352	12
2	1360	352	12
2	1376	352	12
2	1392	352	13
2	240	368	11
2	256	368	12
2	272	368	13
2	2144	368	11
2	2160	368	12
2	2176	368	13
#blue
2	1328	320	46
2	1344	320	47
2	1360	320	47
2	1376	320	47
2	1392	320	47
2	1408	320	47
2	1424	320	48
2	272	336	46
2	288	336	47
2	304	336	48
#white
2	512	304	37
2	528	304	38
2	544	304	38
2	560	304	39
#green
2	2176	272	29
2	2192	272	30
2	2208	272	31
2	400	368	29
2	416	368	30
2	432	368	30
2	448	368	30
2	464	368	31
2	512	384	29
2	528	384	30
2	544	384	30
2	560	384	30
2	576	384	30
2	592	384	31
2	1264	384	29
2	1280	384	30
2	1296	384	30
2	1312	384	30
2	1328	384	30
2	1344	384	30
2	1360	384	31

#PIPE
1	2256	112	7
1	2272	112	8
1	2256	128	9
1	2272	128	10
1	2256	144	9
